Generation,Best,Worst,Average
712,55,4,38.6875
713,51,5,40.041666666666664
714,55,10,38.020833333333336
715,56,5,37.875
716,54,9,42.5
717,52,11,41.0
718,56,10,41.395833333333336
719,50,6,39.916666666666664
720,53,11,40.3125
721,54,15,41.916666666666664
722,53,5,37.583333333333336
723,56,7,38.666666666666664
724,52,27,42.0625
725,55,8,40.729166666666664
726,55,15,41.875
727,60,14,39.895833333333336
728,54,11,39.291666666666664
729,51,6,40.604166666666664
730,60,12,40.791666666666664
731,54,7,41.0625
732,53,10,41.1875
733,54,0,38.0625
734,53,9,41.083333333333336
735,57,0,40.8125
736,58,9,40.875
737,54,10,41.645833333333336
738,56,10,41.75
739,54,0,39.583333333333336
740,56,19,43.25
741,61,14,42.1875
742,52,22,41.3125
743,50,18,39.3125
744,54,12,42.041666666666664
745,55,20,41.625
746,56,11,41.666666666666664
747,56,16,41.979166666666664
748,53,32,43.479166666666664
749,55,7,42.583333333333336
750,53,7,39.645833333333336
751,54,19,42.729166666666664
752,52,5,41.020833333333336
753,55,15,40.5
754,58,0,41.25
755,58,9,41.854166666666664
756,55,7,38.666666666666664
757,58,16,39.729166666666664
758,54,11,42.729166666666664
759,53,9,39.3125
760,53,21,39.895833333333336
761,54,0,38.75
762,58,8,40.8125
763,57,10,40.541666666666664
764,56,9,38.8125
765,55,10,37.833333333333336
766,55,8,37.1875
767,51,13,40.833333333333336
768,53,11,41.854166666666664
769,57,11,41.25
770,56,9,39.9375
771,55,10,41.291666666666664
772,52,17,41.0625
773,54,6,38.791666666666664
774,56,7,42.770833333333336
775,57,9,42.541666666666664
776,53,11,39.125
777,51,10,41.854166666666664
778,55,8,39.9375
779,53,8,38.583333333333336
780,55,0,38.208333333333336
781,55,11,42.479166666666664
782,54,25,42.458333333333336
783,53,8,37.75
784,56,13,41.625
785,54,12,40.229166666666664
786,55,9,37.729166666666664
787,59,6,40.916666666666664
788,57,5,38.0625
789,54,6,38.5
790,59,8,41.229166666666664
791,52,0,38.270833333333336
792,52,0,38.395833333333336
793,54,9,38.229166666666664
794,54,7,39.75
795,57,6,40.395833333333336
796,55,6,34.833333333333336
797,53,9,39.270833333333336
798,59,5,37.395833333333336
799,56,0,37.708333333333336
800,50,7,33.916666666666664
801,55,7,30.270833333333332
802,55,0,34.520833333333336
803,53,12,39.291666666666664
804,50,8,34.895833333333336
805,51,12,38.541666666666664
806,56,9,38.770833333333336
807,55,8,35.875
808,52,10,39.458333333333336
809,55,8,37.125
810,55,8,38.104166666666664
811,57,0,37.916666666666664
812,55,0,38.375
813,57,8,37.979166666666664
814,58,7,40.083333333333336
815,56,8,40.0625
816,55,10,38.770833333333336
817,54,8,39.708333333333336
818,54,10,37.895833333333336
819,51,20,38.166666666666664
820,52,11,39.458333333333336
821,56,0,38.020833333333336
822,56,6,39.0625
823,56,10,38.666666666666664
824,54,13,39.916666666666664
825,52,9,40.395833333333336
826,58,24,41.333333333333336
827,51,0,40.020833333333336
828,52,20,42.791666666666664
829,57,17,41.6875
830,55,10,41.041666666666664
831,54,9,37.0625
832,54,9,40.625
833,57,17,41.125
834,51,8,40.354166666666664
835,58,13,38.875
836,52,11,38.770833333333336
837,58,19,41.104166666666664
838,53,0,38.5625
839,58,8,38.104166666666664
840,58,22,40.625
841,54,8,38.1875
842,53,2,38.25
843,56,26,42.666666666666664
844,55,9,40.5
845,57,11,42.375
846,58,13,39.833333333333336
847,54,10,40.083333333333336
848,55,0,39.5
849,51,14,40.229166666666664
850,58,24,41.5625
851,54,9,41.5
852,56,18,43.416666666666664
853,54,14,42.458333333333336
854,57,12,38.895833333333336
855,60,12,39.916666666666664
856,55,9,37.916666666666664
857,55,10,40.604166666666664
858,56,9,37.541666666666664
859,54,8,37.0625
860,59,20,41.354166666666664
861,56,0,41.291666666666664
862,53,16,41.9375
863,52,11,41.416666666666664
864,58,17,42.4375
865,53,0,40.291666666666664
866,54,4,40.770833333333336
867,55,15,41.041666666666664
868,58,10,38.083333333333336
869,53,15,39.854166666666664
870,53,8,41.604166666666664
871,58,5,41.5625
872,54,10,39.458333333333336
873,59,21,43.229166666666664
874,52,0,39.958333333333336
875,53,14,40.291666666666664
876,64,7,39.791666666666664
877,55,16,40.041666666666664
878,54,21,40.354166666666664
879,52,0,37.0625
880,58,0,39.875
881,51,8,40.0
882,58,12,41.0625
883,55,11,40.291666666666664
884,56,9,40.958333333333336
885,56,9,41.5
886,57,10,37.0
887,59,17,40.5
888,56,0,39.270833333333336
889,56,9,42.479166666666664
890,57,0,38.25
891,52,11,41.333333333333336
892,56,8,41.666666666666664
893,53,7,40.958333333333336
894,56,10,40.833333333333336
895,55,0,37.020833333333336
896,54,9,39.5
897,55,19,40.270833333333336
898,54,15,42.458333333333336
899,56,14,41.5625
900,59,7,41.0
901,58,19,41.583333333333336
902,51,10,41.291666666666664
903,58,15,39.791666666666664
904,55,10,39.291666666666664
905,53,20,40.520833333333336
906,57,12,41.583333333333336
907,52,10,39.375
908,53,21,42.958333333333336
909,58,0,38.666666666666664
910,59,11,39.333333333333336
911,53,13,40.541666666666664
912,56,8,39.625
913,55,11,39.9375
914,51,0,39.416666666666664
915,52,10,39.604166666666664
916,54,16,39.541666666666664
917,53,6,39.375
918,60,8,40.208333333333336
919,54,12,38.833333333333336
920,57,21,41.645833333333336
921,55,0,39.125
922,52,18,41.333333333333336
923,52,11,40.354166666666664
924,53,17,39.979166666666664
925,56,18,38.395833333333336
926,55,9,36.979166666666664
927,56,9,39.958333333333336
928,56,11,40.604166666666664
929,52,10,41.583333333333336
930,53,14,40.270833333333336
931,52,0,37.25
932,56,0,41.229166666666664
933,59,9,40.333333333333336
934,58,4,40.125
935,53,18,39.645833333333336
936,55,9,41.604166666666664
937,58,10,41.6875
938,54,5,38.25
939,54,15,41.0
940,54,17,38.229166666666664
941,57,29,43.229166666666664
942,51,7,39.5
943,52,9,38.708333333333336
944,53,16,38.958333333333336
945,53,9,40.4375
946,53,18,40.520833333333336
947,57,7,40.875
948,54,18,41.208333333333336
949,60,20,38.979166666666664
